Annotation,Begin_end,M003,M002,M007,M004,M005,M018,M019,M015,M016,M020,M017,M009,M013,M031,M021,M012,M014,M008,M006,M030,M010,M026,M022,M028,M027,M029,M023,M025,M001,M024,M011,D001,D002,c,ENTERHOME,Duration,Start_Date,End_Date,Start_Time,End_Time,season,weekday,preact,nextact,shift_1
Relax,,,,,,,,,,,2,,29,4,,,,,,,,,,,,,,,,,,,,,,,7,07-11-2010,07-11-2010,21:52:18,21:59:37,winter,Sunday,Relax,Relax,Night
Relax,,,,,,,,,,,1,,65,1,,,,,,,,,,,,,,,,,,,,,,,48,07-11-2010,07-11-2010,22:00:41,22:48:23,winter,Sunday,Relax,Relax,Late Night
Relax,,,,,,,,,,,1,,43,2,,,,,,,,,,,,,,,,,,,,,,,46,07-11-2010,07-11-2010,22:59:09,23:45:23,winter,Sunday,Relax,Sleeping,Late Night
Sleeping,,75,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,07-11-2010,08-11-2010,23:52:03,05:39:57,winter,Sunday,Relax,Bed_to_Toilet,Late Night
Bed_to_Toilet,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,08-11-2010,08-11-2010,05:40:11,05:43:15,winter,Monday,Sleeping,Sleeping, Morning
Sleeping,,45,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,08-11-2010,08-11-2010,05:43:34,08:06:37,winter,Monday,Bed_to_Toilet,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,5,24,16,,,18,,,,,,,,,,,,,,,,,,,,,,,,,4,08-11-2010,08-11-2010,08:15:47,08:19:26,winter,Monday,Sleeping,Meal_Preparation, Morning
Meal_Preparation,,,,,,,5,12,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,08-11-2010,08-11-2010,08:20:36,08:21:33,winter,Monday,Meal_Preparation,Meal_Preparation, Morning
Meal_Preparation,,,,,,,23,74,44,14,,30,,,,,,6,,,,,,,,,,,,,,,,,,,13,08-11-2010,08-11-2010,08:21:52,08:34:44,winter,Monday,Meal_Preparation,Meal_Preparation, Morning
Meal_Preparation,,,,,,,13,26,16,2,,8,,,,,,,,,,,,,,,,,,,,,,,,,4,08-11-2010,08-11-2010,08:35:54,08:39:51,winter,Monday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,12,,71,8,,,,,,,,,,,,,,,,,,,,,,,23,08-11-2010,08-11-2010,08:40:01,09:03:10,winter,Monday,Meal_Preparation,Meal_Preparation, Morning
Meal_Preparation,,,,,,,15,64,40,6,,8,,,,,,,,,,,,,,,,,,,,,,,,,6,08-11-2010,08-11-2010,09:03:53,09:09:41,winter,Monday,Relax,Relax, Morning
Relax,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,11,08-11-2010,08-11-2010,09:10:05,09:20:37,winter,Monday,Meal_Preparation,Meal_Preparation, Morning
Meal_Preparation,,,,,,,5,12,10,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,1,08-11-2010,08-11-2010,09:37:57,09:38:53,winter,Monday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,3,14,12,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,08-11-2010,08-11-2010,09:42:57,09:44:21,winter,Monday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,3,,77,1,,,,,,,,,,,,,,,,,,,,,,,14,08-11-2010,08-11-2010,09:49:03,10:02:40,winter,Monday,Meal_Preparation,Eating, Morning
Eating,,,,,,,,,,,1,,,,,,,65,,,,,,,,,,,,,,,,,,,21,08-11-2010,08-11-2010,10:03:58,10:25:06,winter,Monday,Relax,Eating, late Morning
Eating,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,10,08-11-2010,08-11-2010,10:28:50,10:38:29,winter,Monday,Eating,Eating, late Morning
Eating,,,,,,,,,,,1,,,,,,,37,,,,,,,,,,,,,,,,,,,3,08-11-2010,08-11-2010,11:28:53,11:31:47,winter,Monday,Eating,Leave_Home, late Morning
Leave_Home,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,08-11-2010,08-11-2010,11:42:48,11:43:03,winter,Monday,Eating,Enter_Home, late Morning
Enter_Home,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,08-11-2010,08-11-2010,11:44:24,11:44:33,winter,Monday,Leave_Home,Leave_Home, late Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,08-11-2010,08-11-2010,11:44:42,11:44:49,winter,Monday,Enter_Home,Enter_Home, late Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,08-11-2010,08-11-2010,11:45:45,11:45:49,winter,Monday,Leave_Home,Leave_Home, late Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,08-11-2010,08-11-2010,11:46:08,11:46:09,winter,Monday,Enter_Home,Enter_Home, late Morning
Enter_Home,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,08-11-2010,08-11-2010,13:46:29,13:46:43,winter,Monday,Leave_Home,Meal_Preparation,Noon
Meal_Preparation,,,,,,,7,26,12,6,,2,,,,1,,2,,,,,,,,,,,,,,,,,,,2,08-11-2010,08-11-2010,13:58:32,14:00:26,winter,Monday,Enter_Home,Meal_Preparation,Noon
Meal_Preparation,,,,,,,5,6,4,,1,2,,,,1,,2,,,,,,,,,,,,,,,,,,,1,08-11-2010,08-11-2010,14:05:26,14:06:07,winter,Monday,Meal_Preparation,Eating,afternoon
Eating,,,,,,,1,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,10,08-11-2010,08-11-2010,14:06:15,14:16:31,winter,Monday,Meal_Preparation,Wash_Dishes,afternoon
Wash_Dishes,,,,,,,3,2,,,2,4,,,,1,,1,,,,,,,,,,,,,,,,,,,1,08-11-2010,08-11-2010,14:16:40,14:17:13,winter,Monday,Eating,Relax,afternoon
Relax,,,,,,,,,,,5,,97,13,,,,,,,,,,,,,,,,,,,,,,,41,08-11-2010,08-11-2010,14:18:33,14:59:16,winter,Monday,Wash_Dishes,Relax,afternoon
Relax,,,,,,,,,,,6,,41,8,,,,,,,,2,,,,,,,,,,,,,,,54,08-11-2010,08-11-2010,15:20:18,16:14:22,winter,Monday,Relax,Housekeeping,afternoon
Housekeeping,,,,28,10,14,,,,,36,,,8,9,22,2,14,10,8,,,2,6,6,,2,8,2,4,2,,,,,,8,08-11-2010,08-11-2010,16:31:40,16:40:03,winter,Monday,Relax,Leave_Home,Late afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,08-11-2010,08-11-2010,16:42:31,16:42:36,winter,Monday,Housekeeping,Enter_Home,Late afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,08-11-2010,08-11-2010,16:56:49,16:56:54,winter,Monday,Leave_Home,Work,Late afternoon
Work,,,,,,,,,,,,,,,,,,,,,,,15,,1,12,,1,2,,,,,,,,1,08-11-2010,08-11-2010,17:09:23,17:10:18,winter,Monday,Enter_Home,Leave_Home,Late afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,0,08-11-2010,08-11-2010,17:25:02,17:25:15,winter,Monday,Work,Enter_Home,Late afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,08-11-2010,08-11-2010,17:33:07,17:33:12,winter,Monday,Leave_Home,Work,Late afternoon
Work,,,,,,,,,,,,,,,,1,,,,,2,,23,1,2,16,2,,6,,,,,,,,6,08-11-2010,08-11-2010,17:33:30,17:39:13,winter,Monday,Enter_Home,Work,Late afternoon
Work,,,,,,,,,,,,,,,,,,,,,,,16,,1,17,,,,,,,,,,,19,08-11-2010,08-11-2010,17:45:21,18:04:33,winter,Monday,Work,Relax,Late afternoon
Relax,,,,,,,,,,,1,,29,7,,,,,,,,,,,,,,,,,,,,,,,34,08-11-2010,08-11-2010,18:06:27,18:40:25,winter,Monday,Work,Meal_Preparation,Evening
Meal_Preparation,,,,,,,7,8,6,4,,16,,,,1,,1,,,,,,,,,,,,,,,,,,,2,08-11-2010,08-11-2010,18:40:52,18:43:17,winter,Monday,Relax,Meal_Preparation,Evening
Meal_Preparation,,,,,,,11,10,6,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,1,08-11-2010,08-11-2010,18:44:08,18:44:53,winter,Monday,Meal_Preparation,Eating,Evening
Eating,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,10,08-11-2010,08-11-2010,18:45:02,18:54:49,winter,Monday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,19,08-11-2010,08-11-2010,18:58:10,19:17:20,winter,Monday,Eating,Relax,Evening
Relax,,,,,,,,,,,2,,27,6,,,,,,,,,,,,,,,,,,,,,,,24,08-11-2010,08-11-2010,19:21:18,19:45:45,winter,Monday,Relax,Relax,Evening
Relax,,,,,,,,,,,1,,29,1,,,,,,,,,,,,,,,,,,,,,,,10,08-11-2010,08-11-2010,19:47:02,19:57:05,winter,Monday,Relax,Relax,Evening
Relax,,,,,,,,,,,6,,41,2,,,,,,,,,,,,,,,,,,,,,,,38,08-11-2010,08-11-2010,20:02:16,20:40:26,winter,Monday,Relax,Relax,Night
Relax,,,,,,,,,,,,,103,10,,,,,,,,2,,,,,,,,,,,,,,,87,08-11-2010,08-11-2010,20:44:26,22:11:51,winter,Monday,Relax,Relax,Night
Relax,,,,,,,,,,,,,43,,,,,,,,,2,,,,,,,,,,,,,,,64,08-11-2010,08-11-2010,22:24:18,23:28:40,winter,Monday,Relax,Relax,Late Night
Relax,,,,,,,,,,,4,,31,9,,,,,,,,,,,,,,,,,,,,,,,9,08-11-2010,08-11-2010,23:36:00,23:44:59,winter,Monday,Relax,Sleeping,Late Night
Sleeping,,37,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,08-11-2010,09-11-2010,23:54:39,00:30:28,winter,Monday,Relax,Bed_to_Toilet,Late Night
Bed_to_Toilet,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,09-11-2010,09-11-2010,00:30:32,00:32:55,winter,Tuesday,Sleeping,Sleeping, Morning
Sleeping,,41,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,09-11-2010,09-11-2010,00:33:13,05:31:20,winter,Tuesday,Bed_to_Toilet,Bed_to_Toilet, Morning
Bed_to_Toilet,,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,09-11-2010,09-11-2010,05:31:31,05:34:09,winter,Tuesday,Sleeping,Sleeping, Morning
Sleeping,,28,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,09-11-2010,09-11-2010,05:34:57,08:39:59,winter,Tuesday,Bed_to_Toilet,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,7,86,54,,,10,,,,,,1,,,,,,,,,,,,,,,,,,,8,09-11-2010,09-11-2010,08:46:52,08:55:18,winter,Tuesday,Sleeping,Meal_Preparation, Morning
Meal_Preparation,,,,,,,7,34,12,,,10,,,,,,,,,,,,,,,,,,,,,,,,,4,09-11-2010,09-11-2010,08:57:28,09:01:03,winter,Tuesday,Meal_Preparation,Meal_Preparation, Morning
Meal_Preparation,,,,,,,15,68,58,8,2,16,2,2,,,,2,,,,,,,,,,,,,,,,,,,9,09-11-2010,09-11-2010,09:02:04,09:11:00,winter,Tuesday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,1,,91,1,,,,,,,,,,,,,,,,,,,,,,,12,09-11-2010,09-11-2010,09:11:50,09:23:23,winter,Tuesday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,1,,35,3,,,,,,,,,,,,,,,,,,,,,,,11,09-11-2010,09-11-2010,09:27:44,09:38:42,winter,Tuesday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,13,40,32,2,1,8,,,,1,,,,,,,,,,,,,,,,,,,,,4,09-11-2010,09-11-2010,09:49:08,09:52:38,winter,Tuesday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,3,10,4,,1,2,,,,1,,1,,,,,,,,,,,,,,,,,,,1,09-11-2010,09-11-2010,09:53:25,09:54:00,winter,Tuesday,Meal_Preparation,Housekeeping, Morning
Housekeeping,,,,4,,4,,,,,9,,,4,6,2,2,3,4,4,,2,,,,,,,,,,,,,,,2,09-11-2010,09-11-2010,10:12:08,10:13:40,winter,Tuesday,Meal_Preparation,Relax, late Morning
Relax,,,,,,,,,,,6,,57,4,,,,,,,,2,,,,,,,,,,,,,,,4,09-11-2010,09-11-2010,10:13:44,10:18:04,winter,Tuesday,Housekeeping,Relax, late Morning
Relax,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,4,09-11-2010,09-11-2010,10:19:13,10:23:29,winter,Tuesday,Relax,Housekeeping, late Morning
Housekeeping,,4,,100,42,58,20,18,16,2,76,4,10,8,5,41,8,28,50,42,,9,,6,,,,,,4,,,,,,,69,09-11-2010,09-11-2010,10:24:01,11:32:40,winter,Tuesday,Relax,Leave_Home, late Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,0,09-11-2010,09-11-2010,11:34:09,11:34:14,winter,Tuesday,Housekeeping,Enter_Home, late Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,09-11-2010,09-11-2010,11:36:37,11:36:41,winter,Tuesday,Leave_Home,Leave_Home, late Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,09-11-2010,09-11-2010,11:41:42,11:41:46,winter,Tuesday,Enter_Home,Enter_Home, late Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,09-11-2010,09-11-2010,13:47:23,13:47:28,winter,Tuesday,Leave_Home,Eating,Noon
Eating,,,,,,,1,,,,,,,,,1,,9,,,,,,,,,,,,,,,,,,,6,09-11-2010,09-11-2010,13:47:38,13:53:41,winter,Tuesday,Enter_Home,Meal_Preparation,Noon
Meal_Preparation,,,,,,,6,12,7,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,2,09-11-2010,09-11-2010,13:53:44,13:56:08,winter,Tuesday,Eating,Meal_Preparation,Noon
Meal_Preparation,,,,,,,13,12,10,,5,4,,2,,3,,3,,,,,,,,,,,,,,,,,,,1,09-11-2010,09-11-2010,13:58:40,14:00:07,winter,Tuesday,Meal_Preparation,Eating,Noon
Eating,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,8,09-11-2010,09-11-2010,14:00:12,14:08:35,winter,Tuesday,Meal_Preparation,Relax,afternoon
Relax,,,,,,,,,,,1,,11,1,,,,,,,,,,,,,,,,,,,,,,,6,09-11-2010,09-11-2010,14:08:45,14:15:02,winter,Tuesday,Eating,Relax,afternoon
Relax,,,,,,,,,,,3,,23,6,,,,,,,,,,,,,,,,,,,,,,,30,09-11-2010,09-11-2010,14:17:44,14:47:27,winter,Tuesday,Relax,Leave_Home,afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,09-11-2010,09-11-2010,14:55:55,14:56:00,winter,Tuesday,Relax,Enter_Home,afternoon
Enter_Home,,,,,,,,,,,,,,,,1,,,,,3,,,2,,,1,,,,,,,,,,0,09-11-2010,09-11-2010,15:12:34,15:12:46,winter,Tuesday,Leave_Home,Relax,afternoon
Relax,,,,,,,,,,,,,23,2,,,,4,,,,,,,,,,,,,,,,,,,5,09-11-2010,09-11-2010,15:29:55,15:34:50,winter,Tuesday,Enter_Home,Relax,afternoon
Relax,,,,,,,,,,,,,23,2,,,,,,,,,,,,,,,,,,,,,,,3,09-11-2010,09-11-2010,15:47:39,15:50:21,winter,Tuesday,Relax,Relax,afternoon
Relax,,,,,,,,,,,,,15,2,,,,,,,,,,,,,,,,,,,,,,,8,09-11-2010,09-11-2010,16:15:51,16:24:10,winter,Tuesday,Relax,Meal_Preparation,Late afternoon
Meal_Preparation,,,,4,4,2,60,108,60,2,109,50,98,85,,11,26,81,13,8,,32,,2,,,2,,,,,,,,,,12,09-11-2010,09-11-2010,17:48:01,18:00:17,winter,Tuesday,Relax,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,19,15,13,,14,12,2,15,,9,2,17,2,,,,6,3,4,2,,,2,,,9,1,,,,2,09-11-2010,09-11-2010,18:01:08,18:03:07,winter,Tuesday,Meal_Preparation,Meal_Preparation,Evening
Meal_Preparation,,,,,,,11,8,,,4,12,,,,7,,25,,,1,,,4,,,2,,,,,,,,,,2,09-11-2010,09-11-2010,18:04:35,18:06:37,winter,Tuesday,Meal_Preparation,Eating,Evening
Eating,,,,,,,,,,,2,,,,,,,19,,,,,,,,,,,,,,,,,,,3,09-11-2010,09-11-2010,18:06:46,18:10:01,winter,Tuesday,Meal_Preparation,Meal_Preparation,Evening
Meal_Preparation,,,,,,,3,14,14,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,2,09-11-2010,09-11-2010,18:10:04,18:11:50,winter,Tuesday,Eating,Eating,Evening
Eating,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,8,09-11-2010,09-11-2010,18:12:17,18:20:03,winter,Tuesday,Meal_Preparation,Eating,Evening
Eating,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,3,09-11-2010,09-11-2010,18:22:50,18:25:58,winter,Tuesday,Eating,Eating,Evening
Eating,,,,,,,1,,,,1,,,2,,,,39,1,1,,,,,,,,,,,,,,,,,8,09-11-2010,09-11-2010,18:31:42,18:39:36,winter,Tuesday,Eating,Eating,Evening
Eating,,,,,,,,,,,,,,6,,,,27,,,,,,,,,,,,,,,,,,,6,09-11-2010,09-11-2010,18:55:42,19:01:22,winter,Tuesday,Eating,Wash_Dishes,Evening
Wash_Dishes,,,,3,3,2,13,14,8,2,8,6,,4,,4,,26,2,2,,,4,2,2,,,2,,,,,,,,,2,09-11-2010,09-11-2010,19:02:07,19:04:06,winter,Tuesday,Eating,Wash_Dishes,Evening
Wash_Dishes,,,,,,,39,51,30,6,21,28,,7,,16,,27,,,4,,18,8,15,10,11,,12,,,,,,,,5,09-11-2010,09-11-2010,19:05:13,19:10:42,winter,Tuesday,Wash_Dishes,Work,Evening
Work,,,,,,,,,,,,,,,,,,,,,,,199,,1,52,,,2,,,,,,,,83,09-11-2010,09-11-2010,19:17:57,20:41:23,winter,Tuesday,Wash_Dishes,Relax,Evening
Relax,,,,,,,,,,,5,,21,5,,,2,,,,,2,,,,,,,,,,,,,,,7,09-11-2010,09-11-2010,20:47:48,20:54:33,winter,Tuesday,Work,Relax,Night
Relax,,,,,,,,,,,2,,47,6,,,,1,,,,2,,,,,,,,,,,,,,,36,09-11-2010,09-11-2010,21:08:01,21:43:39,winter,Tuesday,Relax,Relax,Night
Relax,,,,,,,,,,,,,73,3,,,,,,,,4,,,,,,,,,,,,,,,121,09-11-2010,09-11-2010,21:55:26,23:56:09,winter,Tuesday,Relax,Sleeping,Late Night
Sleeping,,9,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,09-11-2010,10-11-2010,23:58:55,00:00:06,winter,Tuesday,Relax,Sleeping,Late Night
Sleeping,,125,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,10-11-2010,10-11-2010,00:09:32,06:41:22,winter,Wednesday,Sleeping,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,13,103,56,2,,10,,,,,,1,,,,,,,,,,,,,,,,,,,10,10-11-2010,10-11-2010,06:49:06,06:59:09,winter,Wednesday,Sleeping,Respirate,early Morning
Respirate,,,,,,,,,,,,,,,,,,,,,,,15,5,6,12,,,6,,,,,,,,2,10-11-2010,10-11-2010,07:04:47,07:06:31,winter,Wednesday,Meal_Preparation,Relax,early Morning
Relax,,,,,,,,,,,1,,23,6,,,,,,,,2,,,,,,,,,,,,,,,16,10-11-2010,10-11-2010,07:09:35,07:25:56,winter,Wednesday,Respirate,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,3,14,8,4,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,10-11-2010,10-11-2010,07:28:14,07:29:16,winter,Wednesday,Relax,Relax,early Morning
Relax,,,,,,,,,,,1,,61,6,,,,,,,,,,,,,,,,,,,,,,,22,10-11-2010,10-11-2010,07:30:09,07:52:39,winter,Wednesday,Meal_Preparation,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,19,18,8,,1,10,,,,1,,1,,,,,,,,,,,,,,,,,,,2,10-11-2010,10-11-2010,09:11:03,09:12:45,winter,Wednesday,Relax,Eating, Morning
Eating,,,,,,,1,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,6,10-11-2010,10-11-2010,09:23:10,09:29:05,winter,Wednesday,Meal_Preparation,Leave_Home, Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,10-11-2010,10-11-2010,09:39:57,09:40:02,winter,Wednesday,Eating,Enter_Home, Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,10-11-2010,10-11-2010,17:39:34,17:39:41,winter,Wednesday,Leave_Home,Meal_Preparation,Late afternoon
Meal_Preparation,,,,,,,35,48,18,36,11,16,,,6,13,,14,,,,,,,,,,,,,,,,2,,,7,10-11-2010,10-11-2010,18:11:20,18:17:58,winter,Wednesday,Enter_Home,Meal_Preparation,Evening
Meal_Preparation,,,,,,,27,76,46,16,1,18,,,,1,,5,,,,,,,,,,,,,,,,2,,,9,10-11-2010,10-11-2010,18:19:00,18:28:01,winter,Wednesday,Meal_Preparation,Eating,Evening
Eating,,,,,,,3,,,,6,4,,,,2,,27,,,,,,,,,,,,,,,,,,,6,10-11-2010,10-11-2010,18:28:50,18:34:32,winter,Wednesday,Meal_Preparation,Meal_Preparation,Evening
Meal_Preparation,,,,,,,22,25,6,,6,,,,,,,10,,,,,,,,,,,,,,,,,,,8,10-11-2010,10-11-2010,18:34:38,18:42:50,winter,Wednesday,Eating,Eating,Evening
Eating,,,,,,,,,,,5,,,,,,,35,,,,,,,,,,,,,,,,,,,11,10-11-2010,10-11-2010,18:42:54,18:53:30,winter,Wednesday,Meal_Preparation,Relax,Evening
Relax,,,,,,,,,,,1,,9,1,,,,,,,,,,,,,,,,,,,,,,,10,10-11-2010,10-11-2010,19:01:50,19:12:20,winter,Wednesday,Eating,Relax,Evening
Relax,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,9,10-11-2010,10-11-2010,19:14:26,19:23:22,winter,Wednesday,Relax,Relax,Evening
Relax,,,,,,,,,,,1,,102,2,,,,,,,,14,,,,,,,,,,,,,,,29,10-11-2010,10-11-2010,19:26:00,19:54:51,winter,Wednesday,Relax,Relax,Evening
Relax,,,,,,,,,,,,,13,2,,,,,,,,4,,,,,,,,,,,,,,,8,10-11-2010,10-11-2010,19:57:16,20:05:33,winter,Wednesday,Relax,Relax,Evening
Relax,,,,,,,,,,,2,,105,8,,,,,,,,,,,,,,,,,,,,,,,25,10-11-2010,10-11-2010,20:19:01,20:44:14,winter,Wednesday,Relax,Relax,Night
Relax,,,,,,,,,,,,,167,1,,,,,,,,,,,,,,,,,,,,,,,99,10-11-2010,10-11-2010,20:49:41,22:28:36,winter,Wednesday,Relax,Relax,Night
Relax,,,,,,,,,,,1,,65,2,,,,,,,,4,,,,,,,,,,,,,,,41,10-11-2010,10-11-2010,22:33:39,23:14:47,winter,Wednesday,Relax,Sleeping,Late Night
Sleeping,,151,52,7,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,347,10-11-2010,11-11-2010,23:27:01,05:13:54,winter,Wednesday,Relax,Bed_to_Toilet,Late Night
Bed_to_Toilet,,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11-11-2010,11-11-2010,05:13:59,05:16:28,winter,Thursday,Sleeping,Sleeping, Morning
Sleeping,,45,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,11-11-2010,11-11-2010,05:16:36,08:40:02,winter,Thursday,Bed_to_Toilet,Meal_Preparation,early Morning
Meal_Preparation,,,,,,,9,82,70,10,,10,,,,,,2,,,,,,,,,,,,,,,,,,,9,11-11-2010,11-11-2010,08:45:49,08:55:14,winter,Thursday,Sleeping,Meal_Preparation, Morning
Meal_Preparation,,,,,,,15,14,6,4,,18,,,,1,,1,,,,,,,,,,,,,,,,,,,2,11-11-2010,11-11-2010,09:32:49,09:34:53,winter,Thursday,Meal_Preparation,Relax, Morning
Relax,,,,,,,,,,,1,,53,1,,,,,,,,,,,,,,,,,,,,,,,15,11-11-2010,11-11-2010,09:36:27,09:51:35,winter,Thursday,Meal_Preparation,Work, Morning
Work,,,,,,,,,,,,,,,,,,,,,,,13,,1,2,,,,,,,,,,,1,11-11-2010,11-11-2010,09:52:07,09:53:14,winter,Thursday,Relax,Meal_Preparation, Morning
Meal_Preparation,,,,,,,53,66,38,24,1,52,,,,5,,7,,,,,,4,,,,,,,,,,,,,9,11-11-2010,11-11-2010,09:57:49,10:07:11,winter,Thursday,Work,Eating, late Morning
Eating,,,,,,,6,2,,,1,4,,,,,,43,,,,,,,,,,,,,,,,,,,6,11-11-2010,11-11-2010,10:07:38,10:13:38,winter,Thursday,Meal_Preparation,Work, late Morning
Work,,,,,,,,,,,,,,,,,,,,,,,43,1,2,28,,,,,,,,,,,10,11-11-2010,11-11-2010,10:58:47,11:08:18,winter,Thursday,Eating,Leave_Home, late Morning
Leave_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,0,11-11-2010,11-11-2010,11:42:21,11:42:29,winter,Thursday,Work,Enter_Home, late Morning
Enter_Home,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,11-11-2010,11-11-2010,13:25:56,13:26:01,winter,Thursday,Leave_Home,Meal_Preparation,Noon
Meal_Preparation,,,,,,,25,38,26,4,12,13,,2,,3,,10,4,,,,,,,,,,,,,2,1,,,,6,11-11-2010,11-11-2010,13:38:40,13:44:18,winter,Thursday,Enter_Home,Eating,Noon
Eating,,,,,,,1,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,8,11-11-2010,11-11-2010,13:44:19,13:52:16,winter,Thursday,Meal_Preparation,Relax,Noon
Relax,,,,,,,,,,,1,,65,11,,,2,,,,,2,,,,,,,,,,,,,,,7,11-11-2010,11-11-2010,13:57:05,14:04:19,winter,Thursday,Eating,Leave_Home,afternoon
Leave_Home,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,11-11-2010,11-11-2010,14:16:43,14:16:50,winter,Thursday,Relax,Enter_Home,afternoon
Enter_Home,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,11-11-2010,11-11-2010,15:48:13,15:48:17,winter,Thursday,Leave_Home,Relax,afternoon
Relax,,,,,,,,,,,3,,21,1,,,,,,,,,,,,,,,,,,,,,,,29,11-11-2010,11-11-2010,16:37:15,17:06:13,winter,Thursday,Enter_Home,Relax,Late afternoon
Relax,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,19,11-11-2010,11-11-2010,17:09:14,17:27:57,winter,Thursday,Relax,Relax,Late afternoon
Relax,,,,,,,,,,,2,,7,2,,,,,,,,,,,,,,,,,,,,,,,8,11-11-2010,11-11-2010,17:55:03,18:03:09,winter,Thursday,Relax,Relax,Late afternoon
